ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
659,Maharashtra,Mumbai,Locality B,Apartment,2,3751,160.69,4283.95,2004,Unfurnished,9,9,21,2,1,1,1,Guard,Gym,South,Builder,Ready to Move
660,Maharashtra,Nagpur,Locality C,Independent House,1,3540,195.43,5520.74,2019,Semi-Furnished,19,23,6,6,6,1,1,Guard,None,East,Agent,Under Construction
661,Delhi,New Delhi,Locality B,Villa,2,556,41.07,7385.81,1996,Semi-Furnished,19,13,29,6,7,4,1,Gated,None,South,Individual,Under Construction
662,Maharashtra,Pune,Locality A,Independent House,4,1408,74.21,5270.3,2007,Semi-Furnished,4,6,18,8,5,2,1,None,Pool,West,Agent,Ready to Move
663,Karnataka,Mysore,Locality C,Independent House,1,961,59.07,6146.71,2012,Unfurnished,16,20,13,6,7,2,2,None,Clubhouse,South,Builder,Under Construction
664,Tamil Nadu,Coimbatore,Locality C,Villa,1,3566,326.15,9145.96,2011,Fully-Furnished,15,5,14,1,5,3,2,Gated,Gym,East,Builder,Under Construction
665,Tamil Nadu,Coimbatore,Locality A,Villa,1,3798,252.44,6646.7,1994,Unfurnished,10,12,31,5,9,1,2,Guard,Gym,North,Individual,Ready to Move
666,Telangana,Hyderabad,Locality A,Apartment,4,1685,83.38,4948.55,2005,Unfurnished,6,9,20,7,7,2,1,Gated,Gym,West,Agent,Under Construction
667,Tamil Nadu,Coimbatore,Locality C,Villa,3,3162,134.41,4250.93,1997,Unfurnished,17,11,28,8,3,3,2,Gated,None,North,Builder,Ready to Move
668,Delhi,New Delhi,Locality C,Villa,3,1661,135.13,8135.57,2006,Semi-Furnished,14,5,19,7,4,1,0,Guard,Pool,East,Builder,Under Construction
669,Tamil Nadu,Chennai,Locality C,Independent House,4,3973,286.2,7203.57,2013,Semi-Furnished,9,9,12,5,2,1,1,Gated,Pool,South,Agent,Ready to Move
670,Karnataka,Mysore,Locality B,Villa,2,2709,241.37,8909.89,2023,Semi-Furnished,19,18,2,4,5,1,0,None,Gym,West,Agent,Ready to Move
671,Karnataka,Bangalore,Locality C,Apartment,3,2926,178.22,6091.05,1994,Unfurnished,3,9,31,5,4,3,1,CCTV,Clubhouse,East,Individual,Under Construction
672,Delhi,New Delhi,Locality B,Independent House,1,2740,176.66,6447.31,2023,Unfurnished,5,13,2,6,1,4,0,Gated,Gym,North,Agent,Under Construction
673,Telangana,Hyderabad,Locality A,Villa,4,1021,70.3,6885.88,1992,Fully-Furnished,15,11,33,6,8,4,1,None,Pool,West,Builder,Ready to Move
674,Maharashtra,Mumbai,Locality A,Apartment,3,869,70.58,8121.71,1994,Unfurnished,3,23,31,3,3,4,1,None,Clubhouse,West,Builder,Under Construction
675,Delhi,New Delhi,Locality C,Independent House,5,3398,265.29,7807.21,2002,Fully-Furnished,12,15,23,3,4,1,1,CCTV,None,West,Agent,Ready to Move
676,Maharashtra,Pune,Locality B,Independent House,3,3830,327.26,8544.78,2013,Fully-Furnished,12,20,12,7,3,2,2,CCTV,Gym,South,Agent,Ready to Move
677,Telangana,Hyderabad,Locality C,Independent House,2,2952,197.43,6687.85,2014,Fully-Furnished,15,23,11,5,5,2,2,CCTV,None,South,Agent,Ready to Move
678,Maharashtra,Pune,Locality C,Apartment,5,2919,205.54,7041.58,2006,Unfurnished,14,22,19,3,8,4,2,CCTV,None,North,Agent,Ready to Move
679,Tamil Nadu,Coimbatore,Locality B,Apartment,4,2679,210.78,7868.03,2005,Semi-Furnished,16,14,20,1,4,2,0,Gated,None,North,Builder,Under Construction
680,Telangana,Hyderabad,Locality B,Apartment,2,3115,241.69,7758.91,2010,Unfurnished,6,10,15,2,2,1,2,Guard,None,West,Individual,Under Construction
681,Maharashtra,Nagpur,Locality B,Villa,3,648,39.16,6043.93,2021,Unfurnished,7,15,4,8,5,2,1,None,None,North,Builder,Under Construction
682,Delhi,New Delhi,Locality A,Independent House,1,3060,288.41,9425.15,2006,Semi-Furnished,16,6,19,8,5,3,2,Gated,Pool,East,Agent,Under Construction
683,Maharashtra,Pune,Locality A,Apartment,2,614,37.0,6026.26,2016,Unfurnished,6,6,9,8,1,3,0,CCTV,Pool,East,Individual,Ready to Move
684,Maharashtra,Mumbai,Locality C,Villa,3,1003,43.63,4349.78,2005,Fully-Furnished,1,13,20,4,1,1,2,None,Clubhouse,West,Builder,Under Construction
685,Karnataka,Bangalore,Locality C,Villa,3,1422,103.52,7280.08,2008,Semi-Furnished,10,20,17,5,8,4,1,Guard,None,South,Agent,Under Construction
686,Tamil Nadu,Coimbatore,Locality C,Independent House,2,3067,226.49,7384.76,2016,Unfurnished,7,11,9,3,2,1,0,None,Clubhouse,West,Agent,Ready to Move
687,Karnataka,Mysore,Locality C,Apartment,5,1466,142.12,9694.67,2016,Semi-Furnished,17,8,9,5,7,1,1,None,Clubhouse,West,Agent,Under Construction
688,Delhi,New Delhi,Locality C,Villa,4,1270,51.64,4066.17,2010,Unfurnished,17,21,15,1,6,2,0,CCTV,Clubhouse,North,Individual,Ready to Move
689,Delhi,New Delhi,Locality A,Villa,5,1269,51.38,4048.88,2021,Unfurnished,16,24,4,8,7,2,0,CCTV,Gym,South,Agent,Ready to Move
690,Maharashtra,Mumbai,Locality C,Villa,1,1470,82.0,5578.42,1995,Fully-Furnished,13,19,30,6,5,4,1,None,Gym,West,Builder,Under Construction
691,Tamil Nadu,Coimbatore,Locality A,Villa,1,1703,113.95,6691.26,2005,Unfurnished,17,5,20,8,6,2,2,Guard,Pool,South,Builder,Ready to Move
692,Telangana,Hyderabad,Locality A,Apartment,4,1460,101.06,6922.1,2019,Unfurnished,13,20,6,4,1,1,2,CCTV,Gym,West,Builder,Ready to Move
693,Telangana,Hyderabad,Locality A,Villa,3,1753,155.86,8891.08,1998,Fully-Furnished,3,14,27,7,3,1,1,Gated,Gym,West,Agent,Under Construction
694,Maharashtra,Pune,Locality A,Apartment,4,1722,79.18,4598.36,2009,Semi-Furnished,5,21,16,8,4,3,2,Guard,Pool,South,Agent,Ready to Move
695,Tamil Nadu,Coimbatore,Locality B,Villa,3,3544,298.27,8416.1,2004,Unfurnished,6,7,21,1,5,2,2,Gated,None,East,Agent,Ready to Move
696,Karnataka,Bangalore,Locality C,Independent House,1,2244,119.21,5312.44,2002,Semi-Furnished,13,16,23,4,2,1,2,None,None,South,Individual,Ready to Move
697,Maharashtra,Pune,Locality B,Independent House,2,3530,338.9,9600.48,2000,Unfurnished,7,20,25,3,1,3,0,Guard,Gym,East,Agent,Ready to Move
698,Telangana,Hyderabad,Locality B,Independent House,2,2207,94.12,4264.55,2011,Fully-Furnished,1,7,14,5,7,3,1,Guard,Pool,South,Builder,Under Construction
699,Karnataka,Bangalore,Locality C,Apartment,1,3664,170.07,4641.52,2004,Semi-Furnished,12,5,21,5,2,1,0,CCTV,Pool,West,Individual,Ready to Move
700,Karnataka,Bangalore,Locality A,Villa,2,2046,107.18,5238.67,2007,Semi-Furnished,3,20,18,6,6,2,2,CCTV,Clubhouse,North,Agent,Ready to Move
701,Tamil Nadu,Coimbatore,Locality B,Villa,3,2095,134.91,6439.41,1999,Unfurnished,6,17,26,6,8,4,1,Guard,Pool,South,Builder,Ready to Move
702,Karnataka,Mysore,Locality A,Apartment,5,1118,105.73,9456.76,2023,Unfurnished,15,22,2,4,7,4,2,None,Clubhouse,West,Builder,Ready to Move
703,Karnataka,Mysore,Locality B,Villa,5,1892,103.64,5477.62,2006,Semi-Furnished,7,19,19,7,1,2,0,Guard,None,North,Individual,Ready to Move
704,Delhi,New Delhi,Locality C,Apartment,3,3987,351.57,8817.8,1993,Semi-Furnished,15,6,32,6,1,3,0,Guard,Gym,East,Builder,Ready to Move
705,Tamil Nadu,Chennai,Locality B,Villa,5,2457,187.17,7618.02,2013,Fully-Furnished,6,6,12,8,2,3,0,Gated,Clubhouse,West,Agent,Ready to Move
706,Tamil Nadu,Chennai,Locality A,Villa,5,720,51.78,7191.73,1999,Fully-Furnished,10,11,26,1,8,4,2,CCTV,Clubhouse,South,Builder,Ready to Move
707,Maharashtra,Pune,Locality A,Independent House,3,1559,95.96,6154.97,2003,Unfurnished,19,23,22,8,6,1,1,CCTV,Gym,East,Individual,Ready to Move
708,Karnataka,Mysore,Locality A,Apartment,4,520,38.89,7479.81,2020,Unfurnished,14,24,5,7,4,2,2,None,Gym,East,Builder,Under Construction
709,Karnataka,Mysore,Locality A,Independent House,3,1473,59.81,4060.43,2003,Semi-Furnished,14,7,22,8,1,3,2,Guard,None,West,Agent,Ready to Move
710,Maharashtra,Nagpur,Locality B,Villa,5,2964,208.61,7038.22,2001,Unfurnished,14,22,24,8,6,4,0,CCTV,Gym,North,Builder,Under Construction
711,Karnataka,Bangalore,Locality B,Apartment,5,2725,111.85,4104.58,2014,Unfurnished,10,22,11,3,4,3,2,None,Gym,West,Builder,Ready to Move
712,Karnataka,Mysore,Locality B,Independent House,1,2123,158.2,7451.68,1995,Fully-Furnished,5,13,30,4,3,3,2,Guard,Clubhouse,South,Agent,Under Construction
713,Telangana,Hyderabad,Locality C,Apartment,4,1727,122.72,7106.07,2002,Semi-Furnished,4,6,23,5,6,2,0,Guard,Pool,West,Agent,Under Construction
714,Telangana,Hyderabad,Locality C,Apartment,1,957,42.29,4419.35,1998,Fully-Furnished,9,19,27,9,9,1,2,CCTV,Clubhouse,East,Agent,Under Construction
715,Tamil Nadu,Coimbatore,Locality C,Villa,3,1434,98.39,6861.03,2008,Semi-Furnished,7,8,17,1,2,1,2,Gated,Gym,West,Individual,Under Construction
716,Telangana,Hyderabad,Locality A,Apartment,1,3680,266.95,7254.15,2016,Unfurnished,13,6,9,4,9,4,0,None,Gym,North,Builder,Under Construction
717,Telangana,Hyderabad,Locality B,Villa,4,500,39.36,7872.07,2003,Semi-Furnished,4,14,22,3,4,1,0,Guard,Clubhouse,East,Builder,Ready to Move
718,Telangana,Hyderabad,Locality B,Apartment,3,2021,112.31,5557.31,2021,Fully-Furnished,7,16,4,8,2,4,2,Gated,Clubhouse,South,Builder,Under Construction
719,Tamil Nadu,Coimbatore,Locality B,Independent House,3,3441,339.97,9879.92,2005,Fully-Furnished,1,9,20,3,2,2,0,CCTV,Pool,North,Builder,Ready to Move
720,Maharashtra,Nagpur,Locality A,Apartment,3,2524,220.18,8723.5,2001,Unfurnished,19,22,24,4,5,3,0,None,Clubhouse,North,Builder,Under Construction
721,Tamil Nadu,Coimbatore,Locality B,Villa,5,1594,71.27,4471.16,2022,Semi-Furnished,7,13,3,8,7,2,0,Gated,Pool,North,Agent,Ready to Move
722,Tamil Nadu,Coimbatore,Locality B,Apartment,4,606,31.7,5231.63,2021,Fully-Furnished,11,5,4,9,3,2,1,None,Pool,South,Individual,Under Construction
723,Karnataka,Mysore,Locality B,Villa,5,3186,168.96,5303.34,2012,Fully-Furnished,18,20,13,3,4,3,0,None,None,North,Builder,Ready to Move
724,Maharashtra,Pune,Locality A,Villa,1,2063,87.67,4249.58,2003,Unfurnished,6,7,22,4,9,3,2,CCTV,Gym,South,Builder,Under Construction
725,Maharashtra,Pune,Locality A,Apartment,1,3526,172.74,4899.03,2004,Unfurnished,8,5,21,6,1,4,1,Gated,Gym,South,Agent,Ready to Move
726,Telangana,Hyderabad,Locality C,Independent House,1,2901,261.42,9011.38,2007,Fully-Furnished,13,20,18,4,1,1,2,Guard,None,North,Builder,Ready to Move
727,Telangana,Hyderabad,Locality B,Villa,4,2384,106.65,4473.41,1993,Semi-Furnished,15,23,32,4,8,1,1,Guard,Pool,West,Builder,Under Construction
728,Telangana,Hyderabad,Locality B,Apartment,2,2110,175.96,8339.38,2008,Fully-Furnished,6,14,17,7,5,1,0,CCTV,None,South,Individual,Ready to Move
729,Karnataka,Bangalore,Locality C,Villa,5,3509,204.31,5822.4,1996,Unfurnished,19,8,29,2,2,3,1,None,None,East,Builder,Ready to Move
730,Maharashtra,Nagpur,Locality B,Independent House,3,3945,234.68,5948.79,2019,Unfurnished,6,21,6,7,9,3,0,Gated,Pool,West,Individual,Under Construction
731,Maharashtra,Mumbai,Locality A,Independent House,4,1712,86.96,5079.38,2006,Semi-Furnished,4,21,19,3,9,2,2,None,Pool,East,Builder,Ready to Move
732,Delhi,New Delhi,Locality B,Independent House,5,3691,169.96,4604.84,1997,Fully-Furnished,16,13,28,8,7,4,2,Gated,Clubhouse,West,Agent,Ready to Move
733,Maharashtra,Mumbai,Locality B,Apartment,3,3300,305.81,9267.0,1994,Semi-Furnished,17,16,31,1,3,3,0,Gated,Clubhouse,South,Builder,Ready to Move
734,Delhi,New Delhi,Locality C,Apartment,5,801,32.09,4005.66,2005,Fully-Furnished,5,24,20,3,4,1,0,None,None,South,Builder,Ready to Move
735,Karnataka,Bangalore,Locality C,Apartment,1,3960,331.32,8366.58,1997,Unfurnished,16,24,28,7,5,2,2,Gated,None,South,Agent,Ready to Move
736,Delhi,New Delhi,Locality C,Independent House,2,3736,291.91,7813.56,2023,Fully-Furnished,1,6,2,4,6,3,2,CCTV,None,North,Agent,Under Construction
737,Maharashtra,Pune,Locality C,Villa,3,2823,131.19,4647.13,2021,Unfurnished,10,21,4,8,7,4,0,Gated,Gym,West,Individual,Under Construction
738,Telangana,Hyderabad,Locality C,Independent House,2,3082,213.67,6932.68,2009,Unfurnished,3,7,16,7,9,2,1,CCTV,Gym,South,Individual,Ready to Move
739,Delhi,New Delhi,Locality C,Apartment,3,1745,135.24,7750.12,2007,Fully-Furnished,2,5,18,2,7,1,1,None,Clubhouse,South,Agent,Ready to Move
740,Tamil Nadu,Coimbatore,Locality A,Independent House,2,3755,340.98,9080.7,1996,Unfurnished,4,16,29,6,9,4,1,None,Gym,South,Builder,Under Construction
741,Karnataka,Bangalore,Locality B,Independent House,5,635,40.55,6385.55,2014,Fully-Furnished,6,20,11,4,2,3,0,None,None,West,Individual,Under Construction
742,Telangana,Hyderabad,Locality B,Independent House,3,3433,322.99,9408.4,2018,Semi-Furnished,17,24,7,9,3,4,2,Guard,Gym,South,Builder,Ready to Move
743,Karnataka,Mysore,Locality C,Villa,1,3302,233.74,7078.85,2004,Fully-Furnished,8,10,21,6,3,1,1,None,Pool,East,Agent,Under Construction
744,Telangana,Hyderabad,Locality A,Apartment,4,2682,131.02,4885.14,2002,Semi-Furnished,8,24,23,4,9,1,1,None,Gym,East,Individual,Ready to Move
745,Tamil Nadu,Chennai,Locality C,Independent House,3,3334,276.7,8299.32,1994,Fully-Furnished,17,10,31,3,8,4,0,Guard,None,East,Builder,Under Construction
746,Tamil Nadu,Coimbatore,Locality C,Independent House,5,1994,154.24,7735.1,2018,Semi-Furnished,3,9,7,5,4,1,1,None,Gym,North,Builder,Ready to Move
747,Tamil Nadu,Coimbatore,Locality C,Independent House,1,2780,243.04,8742.44,2010,Fully-Furnished,3,10,15,1,4,4,0,None,Gym,West,Agent,Ready to Move
748,Karnataka,Mysore,Locality A,Villa,1,2612,147.51,5647.43,2014,Unfurnished,13,13,11,4,3,2,2,None,Pool,South,Individual,Ready to Move
749,Tamil Nadu,Coimbatore,Locality B,Independent House,2,1885,181.17,9611.31,2019,Fully-Furnished,11,21,6,2,7,4,1,None,Gym,East,Individual,Ready to Move
750,Maharashtra,Nagpur,Locality B,Independent House,4,3897,165.69,4251.84,2001,Semi-Furnished,19,9,24,5,9,2,1,CCTV,Gym,North,Agent,Under Construction
751,Karnataka,Bangalore,Locality A,Villa,1,1127,101.22,8981.1,2004,Unfurnished,13,5,21,1,6,4,2,Gated,None,North,Builder,Ready to Move
752,Telangana,Hyderabad,Locality B,Independent House,3,1169,92.88,7945.41,2006,Fully-Furnished,11,7,19,6,2,1,1,CCTV,Pool,South,Builder,Ready to Move
753,Maharashtra,Pune,Locality A,Independent House,4,1830,73.68,4026.06,2010,Semi-Furnished,8,16,15,2,9,1,0,Gated,Clubhouse,North,Agent,Ready to Move
754,Tamil Nadu,Chennai,Locality B,Villa,1,961,83.79,8719.29,2004,Semi-Furnished,13,6,21,7,1,4,0,Guard,Clubhouse,West,Agent,Ready to Move
755,Karnataka,Mysore,Locality B,Villa,4,1657,101.12,6102.82,2023,Fully-Furnished,2,20,2,6,9,2,1,None,Gym,East,Agent,Under Construction
756,Maharashtra,Mumbai,Locality C,Independent House,2,3384,291.58,8616.37,2019,Fully-Furnished,8,5,6,6,4,3,1,Gated,Pool,South,Builder,Ready to Move
757,Telangana,Hyderabad,Locality C,Independent House,4,961,73.13,7609.29,2004,Fully-Furnished,14,6,21,5,1,2,2,Gated,None,South,Agent,Under Construction
758,Karnataka,Bangalore,Locality A,Independent House,2,2326,128.52,5525.31,2010,Unfurnished,7,13,15,9,5,3,0,Gated,Pool,North,Builder,Under Construction
759,Delhi,New Delhi,Locality A,Independent House,1,668,52.68,7886.25,2022,Fully-Furnished,17,6,3,8,8,4,1,Guard,Clubhouse,South,Agent,Under Construction
760,Delhi,New Delhi,Locality B,Villa,1,3013,264.01,8762.3,1993,Fully-Furnished,15,8,32,4,1,4,0,Guard,Pool,East,Agent,Under Construction
761,Delhi,New Delhi,Locality C,Apartment,2,1751,104.43,5964.26,1993,Unfurnished,14,15,32,9,6,1,0,Gated,Pool,South,Builder,Under Construction
762,Delhi,New Delhi,Locality B,Villa,2,2970,200.05,6735.68,2021,Fully-Furnished,7,18,4,7,6,3,1,Gated,Clubhouse,North,Builder,Under Construction
763,Telangana,Hyderabad,Locality A,Villa,3,2634,237.32,9009.82,2002,Unfurnished,13,13,23,9,2,2,1,Guard,Gym,North,Builder,Ready to Move
764,Maharashtra,Nagpur,Locality B,Villa,3,2715,168.69,6213.3,1996,Semi-Furnished,15,18,29,8,1,4,2,None,Gym,East,Builder,Ready to Move
765,Delhi,New Delhi,Locality C,Independent House,1,1869,111.4,5960.45,2008,Unfurnished,11,9,17,3,4,1,0,CCTV,Gym,East,Builder,Under Construction
766,Karnataka,Mysore,Locality C,Villa,5,1053,62.45,5931.08,2009,Fully-Furnished,15,6,16,3,4,1,0,Gated,Pool,West,Agent,Ready to Move
767,Maharashtra,Nagpur,Locality C,Independent House,1,2345,168.63,7190.94,2005,Unfurnished,17,17,20,9,8,1,2,Gated,Clubhouse,East,Individual,Ready to Move
768,Tamil Nadu,Coimbatore,Locality A,Villa,4,2556,234.33,9167.72,1993,Semi-Furnished,3,7,32,8,6,3,2,CCTV,None,East,Individual,Under Construction
769,Tamil Nadu,Coimbatore,Locality A,Independent House,4,2376,203.21,8552.76,2010,Semi-Furnished,5,10,15,2,4,1,0,None,Clubhouse,West,Individual,Under Construction
770,Maharashtra,Mumbai,Locality C,Independent House,3,2861,227.53,7952.72,2008,Semi-Furnished,19,11,17,5,7,1,0,None,None,East,Agent,Under Construction
771,Karnataka,Bangalore,Locality C,Independent House,2,3407,160.37,4707.16,1998,Unfurnished,16,6,27,3,6,2,0,CCTV,Pool,East,Builder,Under Construction
772,Telangana,Hyderabad,Locality A,Villa,3,2312,227.94,9858.9,2022,Unfurnished,13,9,3,6,4,3,2,CCTV,None,North,Individual,Under Construction
773,Delhi,New Delhi,Locality C,Villa,4,2927,226.99,7755.08,1995,Semi-Furnished,4,6,30,3,9,1,0,CCTV,None,West,Individual,Under Construction
774,Karnataka,Bangalore,Locality A,Independent House,1,2417,228.83,9467.54,2003,Fully-Furnished,19,13,22,2,6,3,2,Gated,Gym,East,Individual,Under Construction
775,Telangana,Hyderabad,Locality B,Independent House,4,2071,99.56,4807.15,2003,Fully-Furnished,17,16,22,9,3,4,2,CCTV,None,South,Agent,Under Construction
776,Tamil Nadu,Coimbatore,Locality A,Independent House,2,2232,138.03,6184.16,2016,Fully-Furnished,1,22,9,9,9,2,2,Gated,Gym,West,Individual,Under Construction
777,Karnataka,Mysore,Locality B,Independent House,2,2377,193.13,8125.01,1994,Fully-Furnished,10,19,31,3,9,2,2,Gated,Clubhouse,West,Individual,Ready to Move
778,Telangana,Hyderabad,Locality C,Apartment,2,3367,190.16,5647.89,1991,Fully-Furnished,16,14,34,1,5,2,0,None,Pool,North,Builder,Ready to Move
779,Maharashtra,Nagpur,Locality C,Independent House,5,3531,156.82,4441.3,2017,Fully-Furnished,6,13,8,7,8,3,2,Guard,Gym,East,Builder,Ready to Move
780,Maharashtra,Pune,Locality C,Villa,1,2609,236.91,9080.33,1991,Fully-Furnished,12,18,34,8,6,4,1,Gated,None,South,Builder,Ready to Move
781,Maharashtra,Mumbai,Locality C,Independent House,5,2234,200.99,8996.65,2005,Fully-Furnished,9,10,20,2,3,1,1,CCTV,Pool,North,Builder,Under Construction
782,Maharashtra,Nagpur,Locality B,Apartment,2,1474,118.99,8072.66,1999,Fully-Furnished,8,5,26,1,4,2,2,Guard,Gym,West,Agent,Ready to Move
783,Tamil Nadu,Coimbatore,Locality C,Apartment,3,1930,169.67,8791.25,2013,Unfurnished,13,24,12,9,3,1,2,Gated,Pool,West,Individual,Under Construction
784,Delhi,New Delhi,Locality B,Villa,4,3769,338.88,8991.33,2011,Unfurnished,16,5,14,9,5,1,1,Gated,Pool,South,Individual,Ready to Move
785,Delhi,New Delhi,Locality A,Apartment,5,1064,87.88,8259.37,2008,Unfurnished,6,6,17,8,5,1,2,Guard,None,North,Builder,Ready to Move
786,Tamil Nadu,Chennai,Locality A,Independent House,3,3775,199.46,5283.6,2020,Unfurnished,11,15,5,6,4,1,1,Gated,Pool,South,Builder,Under Construction
787,Maharashtra,Nagpur,Locality A,Villa,2,1544,93.67,6066.63,2000,Unfurnished,7,18,25,9,5,4,0,Gated,Gym,South,Builder,Ready to Move
788,Delhi,New Delhi,Locality C,Villa,2,3709,162.58,4383.47,1991,Unfurnished,3,7,34,3,6,3,0,CCTV,Gym,South,Agent,Ready to Move
789,Delhi,New Delhi,Locality B,Apartment,5,1746,145.5,8333.49,2007,Semi-Furnished,6,8,18,4,2,4,2,Gated,Clubhouse,North,Individual,Under Construction
790,Tamil Nadu,Chennai,Locality A,Independent House,5,2305,100.48,4359.25,2005,Fully-Furnished,14,10,20,5,5,2,1,Gated,Clubhouse,West,Builder,Under Construction
791,Maharashtra,Pune,Locality B,Villa,3,3812,278.28,7300.23,1996,Semi-Furnished,15,18,29,6,4,4,2,Guard,Pool,North,Individual,Under Construction
792,Tamil Nadu,Chennai,Locality C,Villa,5,3291,187.05,5683.54,2021,Semi-Furnished,17,16,4,5,1,2,2,Gated,None,North,Builder,Under Construction
793,Maharashtra,Pune,Locality A,Independent House,2,998,85.04,8521.02,2007,Semi-Furnished,10,9,18,8,2,2,2,Gated,Clubhouse,East,Individual,Under Construction
794,Delhi,New Delhi,Locality C,Independent House,4,3513,157.68,4488.57,2005,Unfurnished,2,17,20,2,3,4,2,CCTV,Pool,North,Individual,Under Construction
795,Karnataka,Mysore,Locality C,Independent House,4,2470,121.46,4917.32,1996,Unfurnished,10,24,29,1,2,3,0,None,None,South,Individual,Ready to Move
796,Telangana,Hyderabad,Locality B,Villa,5,3402,307.98,9053.0,2007,Fully-Furnished,18,16,18,7,8,1,2,CCTV,Clubhouse,West,Builder,Under Construction
797,Karnataka,Bangalore,Locality C,Independent House,5,3555,230.6,6486.69,2022,Unfurnished,3,12,3,2,3,3,1,None,Clubhouse,West,Individual,Ready to Move
798,Karnataka,Bangalore,Locality C,Villa,4,2425,221.88,9149.86,1998,Fully-Furnished,17,6,27,4,5,2,2,Guard,Clubhouse,South,Agent,Ready to Move
799,Karnataka,Bangalore,Locality C,Apartment,3,3806,232.18,6100.43,2014,Fully-Furnished,5,14,11,9,4,4,2,CCTV,Pool,South,Builder,Under Construction
800,Tamil Nadu,Chennai,Locality B,Independent House,4,3960,371.54,9382.28,2017,Unfurnished,11,23,8,2,6,3,1,Gated,None,West,Builder,Under Construction
801,Karnataka,Mysore,Locality A,Villa,4,1390,82.03,5901.78,1998,Semi-Furnished,8,8,27,4,6,2,0,Guard,Clubhouse,South,Individual,Ready to Move
802,Tamil Nadu,Coimbatore,Locality C,Independent House,3,2296,176.51,7687.86,1996,Unfurnished,19,11,29,9,4,1,2,CCTV,Clubhouse,East,Individual,Under Construction
803,Maharashtra,Pune,Locality A,Independent House,3,1926,186.67,9691.94,1992,Semi-Furnished,18,19,33,7,3,2,1,Guard,Pool,North,Agent,Under Construction
804,Telangana,Hyderabad,Locality C,Apartment,2,1040,43.54,4186.37,2020,Unfurnished,2,8,5,7,2,3,0,Gated,Clubhouse,North,Individual,Under Construction
805,Delhi,New Delhi,Locality B,Independent House,1,2098,84.23,4014.73,2009,Semi-Furnished,9,6,16,6,6,2,2,Guard,Gym,North,Individual,Ready to Move
806,Maharashtra,Pune,Locality A,Independent House,1,2000,183.9,9195.05,1994,Fully-Furnished,17,10,31,4,1,3,1,Gated,Pool,East,Individual,Ready to Move
807,Karnataka,Mysore,Locality C,Villa,5,1676,100.7,6008.46,2021,Semi-Furnished,2,18,4,6,2,3,0,Guard,None,South,Agent,Ready to Move
808,Tamil Nadu,Chennai,Locality A,Independent House,4,1458,71.96,4935.51,2012,Semi-Furnished,19,12,13,8,9,1,1,Gated,Gym,East,Individual,Under Construction
809,Tamil Nadu,Coimbatore,Locality B,Independent House,3,1313,94.8,7219.77,1997,Fully-Furnished,4,18,28,8,4,2,0,None,None,West,Builder,Ready to Move
810,Maharashtra,Nagpur,Locality A,Independent House,3,2041,94.39,4624.46,1999,Semi-Furnished,1,8,26,3,3,4,1,Guard,Gym,West,Individual,Under Construction
811,Tamil Nadu,Coimbatore,Locality C,Apartment,1,3999,286.84,7172.83,2010,Fully-Furnished,11,10,15,5,8,4,2,Gated,Gym,West,Builder,Under Construction
812,Maharashtra,Pune,Locality B,Villa,3,3861,229.49,5943.86,2009,Fully-Furnished,10,10,16,6,6,3,0,Guard,None,North,Builder,Under Construction
813,Tamil Nadu,Chennai,Locality A,Independent House,2,2852,141.45,4959.78,1996,Fully-Furnished,18,23,29,3,6,3,0,None,None,East,Individual,Ready to Move
814,Tamil Nadu,Coimbatore,Locality B,Villa,4,3872,311.02,8032.63,1999,Fully-Furnished,17,23,26,7,3,4,1,None,Clubhouse,West,Builder,Ready to Move
815,Maharashtra,Nagpur,Locality B,Independent House,4,3050,248.9,8160.8,1998,Fully-Furnished,9,8,27,4,6,4,2,Gated,Clubhouse,South,Builder,Under Construction
816,Delhi,New Delhi,Locality B,Independent House,2,866,49.37,5700.39,1997,Unfurnished,11,9,28,9,4,1,0,CCTV,None,East,Builder,Under Construction
817,Telangana,Hyderabad,Locality B,Independent House,5,2496,190.66,7638.75,1994,Unfurnished,16,16,31,6,2,2,2,None,Pool,South,Agent,Ready to Move
818,Tamil Nadu,Chennai,Locality A,Apartment,1,2660,114.78,4314.95,2020,Semi-Furnished,6,12,5,2,8,2,2,Guard,Pool,South,Individual,Under Construction
819,Delhi,New Delhi,Locality A,Independent House,5,1113,87.02,7818.82,2018,Fully-Furnished,15,9,7,1,1,3,2,Guard,None,East,Builder,Under Construction
820,Delhi,New Delhi,Locality A,Villa,3,3833,268.77,7012.08,2016,Fully-Furnished,14,10,9,9,3,4,0,CCTV,Gym,East,Agent,Ready to Move
821,Tamil Nadu,Chennai,Locality A,Independent House,5,3307,137.22,4149.26,2019,Fully-Furnished,15,8,6,9,8,1,2,Guard,None,East,Individual,Under Construction
822,Tamil Nadu,Coimbatore,Locality A,Independent House,5,1955,88.75,4539.8,2016,Fully-Furnished,15,7,9,7,7,3,0,Guard,Pool,South,Builder,Under Construction
823,Delhi,New Delhi,Locality C,Villa,4,2849,266.54,9355.6,2007,Fully-Furnished,2,12,18,8,7,4,1,Gated,Clubhouse,South,Agent,Ready to Move
